1000,25
2000,49
3000,105
4000,180
5000,287
6000,405
7000,553
8000,726
9000,915
10000,1125
11000,1359
12000,1635
13000,1898
14000,2198
15000,2542
16000,2907
17000,3387
18000,3641
19000,4052
20000,4503
21000,4948
22000,5412
23000,5927
24000,6477
25000,7012
26000,7777
27000,8276
28000,8813
29000,9433
30000,10137
