1,2,0
2,6,0
3,14,0
4,23,0
5,34,0
6,52,0
7,64,0
8,88,0
9,104,0
10,124,0
11,148,1
12,161,1
13,199,1
14,255,9
15,289,2
16,332,10
17,383,2
18,433,1
19,458,3
20,482,4
