1,2,0
2,7,0
3,16,0
4,50,0
5,116,0
6,289,0
7,639,3
8,3219,7
9,5925,1
10,28197,2
11,32028,3
12,63221,3
13,320140,17
14,1357299,70
15,2189130,109
16,1908034,98
17,11601400,559
18,50124474,2503
19,124992016,6122
20,138669491,5863
