1000,1860,26
1500,2805,26
2000,3711,51
2500,4655,75
3000,5625,104
3500,6535,140
4000,7427,184
4500,8385,235
5000,9328,297
5500,10304,348
6000,11247,420
6500,12175,491
7000,13063,572
7500,13975,654
8000,14891,742
8500,15816,835
9000,16769,937
9500,17747,1041
10000,18672,1172
